method,method_display,seed,episode_index,episode_id,status,error,task_success,fallback_count,unsafe_invocation_count,violation_count,violation_types,completion_time_s,episode_dir,initial_upright_ok,reset_attempts
raw_critic_0p5,SONIC + Raw Critic (0.5),1234,8,raw_critic_0p5__seed_1234__episode_0008,completed,,1,4,0,0,[],20.95380139350891,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1234__ep_008_010/online/raw_critic_0p5/seed_1234/episode_0008,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1234,9,raw_critic_0p5__seed_1234__episode_0009,completed,,1,3,0,0,[],22.175840377807617,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1234__ep_008_010/online/raw_critic_0p5/seed_1234/episode_0009,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,0,raw_critic_0p5__seed_1235__episode_0000,completed,,1,3,0,0,[],21.402052640914917,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_000_002/online/raw_critic_0p5/seed_1235/episode_0000,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,1,raw_critic_0p5__seed_1235__episode_0001,completed,,0,4,4,2,"[""human_distance_violation"", ""near_collision""]",21.421696424484253,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_000_002/online/raw_critic_0p5/seed_1235/episode_0001,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,2,raw_critic_0p5__seed_1235__episode_0002,completed,,0,4,4,3,"[""collision"", ""human_distance_violation"", ""near_collision""]",21.35724115371704,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_002_004/online/raw_critic_0p5/seed_1235/episode_0002,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,3,raw_critic_0p5__seed_1235__episode_0003,completed,,0,7,6,2,"[""fall"", ""near_collision""]",16.469439268112183,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_002_004/online/raw_critic_0p5/seed_1235/episode_0003,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,4,raw_critic_0p5__seed_1235__episode_0004,completed,,0,4,4,1,"[""near_collision""]",20.88607358932495,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_004_006/online/raw_critic_0p5/seed_1235/episode_0004,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,5,raw_critic_0p5__seed_1235__episode_0005,completed,,0,3,4,8,"[""collision"", ""human_distance_violation"", ""near_collision""]",22.20360231399536,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_004_006/online/raw_critic_0p5/seed_1235/episode_0005,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,6,raw_critic_0p5__seed_1235__episode_0006,completed,,1,3,0,0,[],20.898913860321045,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_006_008/online/raw_critic_0p5/seed_1235/episode_0006,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,7,raw_critic_0p5__seed_1235__episode_0007,completed,,0,6,7,34,"[""collision"", ""fall"", ""near_collision""]",17.452205657958984,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_006_008/online/raw_critic_0p5/seed_1235/episode_0007,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,8,raw_critic_0p5__seed_1235__episode_0008,completed,,1,2,0,0,[],23.125189304351807,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_008_010/online/raw_critic_0p5/seed_1235/episode_0008,1,1
raw_critic_0p5,SONIC + Raw Critic (0.5),1235,9,raw_critic_0p5__seed_1235__episode_0009,completed,,0,4,4,4,"[""collision"", ""human_distance_violation"", ""near_collision""]",21.20329236984253,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_raw_critic_0p5__seed_1235__ep_008_010/online/raw_critic_0p5/seed_1235/episode_0009,1,1
global_conformal,SONIC + Global Conformal,1234,0,global_conformal__seed_1234__episode_0000,completed,,0,0,5,2,"[""human_distance_violation"", ""near_collision""]",26.65766930580139,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_000_002/online/global_conformal/seed_1234/episode_0000,1,1
global_conformal,SONIC + Global Conformal,1234,1,global_conformal__seed_1234__episode_0001,completed,,0,4,5,1,"[""human_distance_violation""]",21.75417733192444,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_000_002/online/global_conformal/seed_1234/episode_0001,1,1
global_conformal,SONIC + Global Conformal,1234,2,global_conformal__seed_1234__episode_0002,completed,,0,2,4,12,"[""collision"", ""human_distance_violation"", ""near_collision""]",23.562251329421997,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_002_004/online/global_conformal/seed_1234/episode_0002,1,1
global_conformal,SONIC + Global Conformal,1234,3,global_conformal__seed_1234__episode_0003,completed,,0,1,4,19,"[""collision"", ""fall"", ""near_collision""]",24.84303116798401,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_002_004/online/global_conformal/seed_1234/episode_0003,1,1
global_conformal,SONIC + Global Conformal,1234,4,global_conformal__seed_1234__episode_0004,completed,,0,1,4,1,"[""near_collision""]",24.686691761016846,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_004_006/online/global_conformal/seed_1234/episode_0004,1,1
global_conformal,SONIC + Global Conformal,1234,5,global_conformal__seed_1234__episode_0005,completed,,0,3,4,2,"[""human_distance_violation"", ""near_collision""]",22.899037837982178,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_004_006/online/global_conformal/seed_1234/episode_0005,1,1
global_conformal,SONIC + Global Conformal,1234,6,global_conformal__seed_1234__episode_0006,completed,,0,4,4,1,"[""human_distance_violation""]",20.69521737098694,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_006_008/online/global_conformal/seed_1234/episode_0006,1,1
global_conformal,SONIC + Global Conformal,1234,7,global_conformal__seed_1234__episode_0007,completed,,0,7,8,12,"[""collision"", ""fall"", ""human_distance_violation"", ""near_collision""]",17.457629680633545,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_006_008/online/global_conformal/seed_1234/episode_0007,1,1
global_conformal,SONIC + Global Conformal,1234,8,global_conformal__seed_1234__episode_0008,completed,,1,2,0,0,[],22.335763692855835,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_008_010/online/global_conformal/seed_1234/episode_0008,1,1
global_conformal,SONIC + Global Conformal,1234,9,global_conformal__seed_1234__episode_0009,completed,,1,3,0,0,[],23.320075035095215,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1234__ep_008_010/online/global_conformal/seed_1234/episode_0009,1,1
global_conformal,SONIC + Global Conformal,1235,0,global_conformal__seed_1235__episode_0000,completed,,0,6,8,1,"[""human_distance_violation""]",19.842451572418213,/mnt/data/students/lph/recording/codex_goal_full_sota_online_comparison_20260606_235526/online/large_stage1_2seed10ep_all_methods/lane_v2_global_conformal__seed_1235__ep_000_002/online/global_conformal/seed_1235/episode_0000,1,1
