method,candidate_skill,candidate_params_json,raw_critic_risk,hard_contract_score,hard_contract_fixed_reject,threshold,risk_margin,decision,reject_reason,episode_id,episode_index,seed,skill_idx,attempt_type,attempt_index,parent_skill_idx,original_skill_idx,segment_idx,segment_count,original_candidate_skill,original_candidate_params_json,executed_skill,executed_params_json,fallback_policy,fallback_executed,recovery_action,recovery_reason,recovery_attempt_count,retry_decision,retry_reject_reason,retry_executed,task_progress_executed,final_segment_outcome,recovery_retry_count,result_status,result_termination_reason,source_method,implementation_fidelity,baseline_mode,risk_score,fallback_mode,corrected_skill_json,runtime_ms,solver_status,diagnostics_json
sonic_only,passive,"{""duration"": 1.5, ""mode"": ""stop""}",0.9999858140945435,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0001,1,1234,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,gesture,"{""amplitude"": 0.25, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""left""}",0.9999579191207886,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0001,1,1234,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.25, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""left""}",gesture,"{""amplitude"": 0.25, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""left""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",0.9999929666519165,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0001,1,1234,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",0.9999945163726807,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0001,1,1234,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.9999983310699463,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0001,1,1234,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9999964237213135,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0001,1,1234,8,candidate_allow,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",0.9999663829803467,0.046672843396663666,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,1,candidate_allow,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",0.9999662637710571,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 1.5, ""mode"": ""stop""}",0.99997878074646,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""left""}",0.9999850988388062,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""left""}",gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""left""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",0.9999920129776001,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": -60.0}",0.9999955892562866,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -60.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -60.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.9999864101409912,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9999797344207764,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0002,2,1234,8,candidate_allow,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",walk,"{""duration"": 2.5, ""facing_yaw_deg"": 15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",0.9999911785125732,0.027123723179101944,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,1,candidate_allow,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": -30.0}",0.9999946355819702,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -30.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -30.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 1.5, ""mode"": ""stop""}",0.9999991655349731,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,failed,passive_stillness_threshold_not_met,,,,,,,,,
sonic_only,gesture,"{""amplitude"": 0.35, ""duration"": 3.0, ""frequency"": 0.75, ""side"": ""left""}",0.9999825954437256,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.35, ""duration"": 3.0, ""frequency"": 0.75, ""side"": ""left""}",gesture,"{""amplitude"": 0.35, ""duration"": 3.0, ""frequency"": 0.75, ""side"": ""left""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",0.999982476234436,1.0,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",0.9999803304672241,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",stop,0,,,0,,,0,1,candidate_allow,0,failed,turn_yaw_error_threshold_not_met,,,,,,,,,
sonic_only,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.9999790191650391,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9999698400497437,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0003,3,1234,8,candidate_allow,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",0.999601423740387,0.0446055643260479,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,1,candidate_allow,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",0.9985899329185486,0.026607146486639977,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 1.5, ""mode"": ""stop""}",0.999588668346405,0.13066843152046204,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,gesture,"{""amplitude"": 0.35, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""left""}",0.9997449517250061,0.10803930461406708,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.35, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""left""}",gesture,"{""amplitude"": 0.35, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""left""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",0.9998568296432495,0.06564405560493469,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": 60.0}",0.9996500015258789,0.2305123656988144,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 60.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 60.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.9993007183074951,0.01370368804782629,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9996968507766724,0.0115537503734231,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0004,4,1234,8,candidate_allow,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": -0.1}",0.9999610185623169,0.04247752204537392,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,1,candidate_allow,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": -0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": -0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",0.9999988079071045,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 1.5, ""mode"": ""stop""}",0.9999977350234985,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""both""}",0.9999972581863403,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""both""}",gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""both""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",0.9999988079071045,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",0.9999855756759644,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.9999959468841553,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.999995231628418,1.0,1,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0005,5,1234,8,candidate_allow,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
sonic_only,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",0.9999722242355347,0.04211566597223282,0,,,allow,sonic_only_allow,sonic_only__seed_1234__episode_0006,6,1234,1,candidate_allow,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,,,,,,,,,,
